generator,split_seed,method,target,adaptive_length,fixed_length,feasible,frontier_saving_percent
gemma2_9b,75,odds_mean_costse0,0.55,130246.74813334824,194707.97625987945,True,33.106619135362955
gemma2_9b,75,odds_mean_costse0,0.6,344589.949061335,486112.4976461583,True,29.11312695520075
gemma2_9b,75,odds_mean_costse1,0.3,,5129.411043433905,False,
gemma2_9b,75,odds_mean_costse1,0.35,8083.947348679906,9512.824120905878,True,15.02053180070677
gemma2_9b,75,odds_mean_costse1,0.4,15946.978810226765,18561.38501860796,True,14.085189255867657
gemma2_9b,75,odds_mean_costse1,0.45,29146.81029987531,38287.609546390166,True,23.874040074086235
gemma2_9b,75,odds_mean_costse1,0.5,58565.03738529997,82108.33999914007,True,28.673460715545662
gemma2_9b,75,odds_mean_costse1,0.55,130858.0279321234,194707.97625987945,True,32.792672161788914
gemma2_9b,75,odds_mean_costse1,0.6,344912.97690404754,486112.4976461583,True,29.046675702810266
gemma2_9b,75,odds_mean_costse2,0.3,,5129.411043433905,False,
gemma2_9b,75,odds_mean_costse2,0.35,7951.970895605633,9512.824120905878,True,16.407884824339735
gemma2_9b,75,odds_mean_costse2,0.4,15923.537707602432,18561.38501860796,True,14.211478875962447
gemma2_9b,75,odds_mean_costse2,0.45,29123.13225507248,38287.609546390166,True,23.935882652098694
gemma2_9b,75,odds_mean_costse2,0.5,58733.09215224713,82108.33999914007,True,28.46878629763766
gemma2_9b,75,odds_mean_costse2,0.55,129453.06891729296,194707.97625987945,True,33.51424456052578
gemma2_9b,75,odds_mean_costse2,0.6,346967.1127102872,486112.4976461583,True,28.624111827948752
llama3.1_8b,71,odds_current_costse0,0.3,8403.4312483806,9521.131556134449,True,11.739154124319562
llama3.1_8b,71,odds_current_costse0,0.35,11966.334163308144,18678.02334920195,True,35.93361599572352
llama3.1_8b,71,odds_current_costse0,0.4,23650.02623966642,33777.41207227001,True,29.98271688468933
llama3.1_8b,71,odds_current_costse0,0.45,46713.35024667108,59994.23105365045,True,22.13692979097075
llama3.1_8b,71,odds_current_costse0,0.5,83557.85621296617,128014.0179599316,True,34.727573163807904
llama3.1_8b,71,odds_current_costse0,0.55,164193.92267057754,251153.9684976673,True,34.62419739861583
llama3.1_8b,71,odds_current_costse0,0.6,361688.09217692364,543244.6146805466,True,33.42076802922137
llama3.1_8b,71,odds_current_costse1,0.3,8422.550786952324,9521.131556134449,True,11.538342503778464
llama3.1_8b,71,odds_current_costse1,0.35,11606.03282549433,18678.02334920195,True,37.86262813516497
llama3.1_8b,71,odds_current_costse1,0.4,23635.950779458697,33777.41207227001,True,30.024388106207446
llama3.1_8b,71,odds_current_costse1,0.45,46799.31210210196,59994.23105365045,True,21.993646255335452
