split,group,map,problem_id,n,predicted,correct,brier
0,calibration,original,3080,128,0.5363983980489496,0.0032093253853372524,0.28837875032214144
0,calibration,original,3080,256,0.5407238226347304,1.2728013470504586e-05,0.2923871770656923
0,calibration,original,3080,512,0.5408041401273885,0.0,0.2924691179789241
0,calibration,original,3081,10,0.278094701663412,0.3893952622872967,0.2285298273102983
0,calibration,original,3081,16,0.32893369999298505,0.43832533392916906,0.23419015924792363
0,calibration,original,3081,32,0.40893931673453565,0.531600919002138,0.24470659489198499
0,calibration,original,3081,64,0.48195846638870476,0.631676322116043,0.24142606235340705
0,calibration,original,3081,128,0.5434957406894345,0.7495374192120706,0.21898198147844772
0,calibration,original,3081,256,0.5959436546083902,0.9034125220194003,0.1744723168069345
0,calibration,original,3081,512,0.6567528035104827,1.0,0.11781863789791329
0,calibration,original,3094,10,0.5809462582180914,0.9999999999961702,0.17870668092208639
0,calibration,original,3094,16,0.5986571885192071,1.0,0.1646646582201593
0,calibration,original,3094,32,0.6306406714479803,1.0,0.13966852973877372
0,calibration,original,3094,64,0.66020904033405,1.0,0.11745366518175404
0,calibration,original,3094,128,0.6805095333736101,0.9999999999999999,0.10390626190102538
0,calibration,original,3094,256,0.7052678242960025,0.9999999999999999,0.08922084370568145
0,calibration,original,3094,512,0.7537834691501746,1.0,0.060622580063723036
0,calibration,original,3104,10,0.5310362382082535,0.7100383744359711,0.23765586128962912
0,calibration,original,3104,16,0.5398265095340764,0.730303456180319,0.23299102873977975
0,calibration,original,3104,32,0.541797722493931,0.7427582953666745,0.23095298776667356
0,calibration,original,3104,64,0.5428183321623342,0.7788388277280555,0.22709205905617258
0,calibration,original,3104,128,0.5448325271620914,0.8567506321502908,0.21891644659375112
0,calibration,original,3104,256,0.5488609141967942,0.960936090141701,0.20677932485132122
0,calibration,original,3104,512,0.5569176882661997,1.0,0.1963219349713686
0,calibration,original,3141,10,0.4869130596483598,0.5726351470557826,0.20747127822351724
0,calibration,original,3141,16,0.5268836839978907,0.6915846212088157,0.21439153476072575
0,calibration,original,3141,32,0.5602333069294974,0.8347689227141833,0.20413332685370889
0,calibration,original,3141,64,0.581366361241451,0.9339052667340508,0.18261744964104742
0,calibration,original,3141,128,0.6074010976223034,0.9895233405921832,0.1571677128927806
