generator,split,divisor,fixed_n,fixed_utility,adaptive_utility,utility_gap,relative_utility_gain_pct,adaptive_quality,adaptive_chars,adaptive_opens
llama3.2_3b,39,1000000.0,44,0.39622250394504116,0.3987116537397164,0.0024891497946752383,0.6282201969579448,0.4481162937397164,49404.64,76.37
llama3.2_3b,39,5000000.0,136,0.5121878557223115,0.5414733658889311,0.02928551016661962,5.717728337256222,0.5859916643889311,222591.4925,315.095
llama3.2_3b,39,10000000.0,320,0.5691754812494585,0.5834617595952794,0.014286278345820858,2.5099953909573736,0.6263365335952794,428747.74,471.59
llama3.2_3b,39,50000000.0,959,0.6530850193638597,0.6553530020874249,0.0022679827235652095,0.34727220137040476,0.6861077047374249,1537735.1325,937.9575
llama3.1_8b,30,100000.0,4,0.20930858748600847,0.22132826056632104,0.01201967308031257,5.742560888055318,0.34411686056632107,12278.86,20.895
llama3.1_8b,30,500000.0,24,0.3315468823796617,0.34581109275945265,0.014264210379790976,4.302320769059959,0.4302596127594526,42224.26,87.025
llama3.1_8b,30,1000000.0,40,0.3808877075880856,0.40149759773071203,0.02060989014262643,5.41101477733043,0.4702862752307119,68788.6775,139.48
llama3.1_8b,30,5000000.0,171,0.4837532485920222,0.5184563664894536,0.03470311789743141,7.173722966912541,0.5646397694894536,230917.015,285.5775
llama3.1_8b,30,10000000.0,378,0.5222299748991475,0.5502068190029568,0.027976844103809295,5.3571884894604445,0.5936221110029567,434152.92,411.98
llama3.1_8b,30,50000000.0,955,0.6059029527872577,0.6073058163002911,0.0014028635130334255,0.23153270776780543,0.643486393100291,1809028.84,935.2775
